Cancer.Site,Stage.At.Diagnosis,Geography,Year,Age.Group,Gender,Race,Average.Annual.Population,Average.Annual.Observations,Age.Adj..Rate.per.100.000,X95..CI,counties
Hodgkin Lymphoma,All,West,2016-2020,All,Female,All,626275,NR,NR,NR,Pacific
Hodgkin Lymphoma,All,West,2016-2020,All,Female,All,626275,NR,NR,NR,Lewis
Hodgkin Lymphoma,All,West,2016-2020,All,Female,All,626275,NR,NR,NR,Cowlitz
Hodgkin Lymphoma,All,West,2016-2020,All,Female,All,626275,NR,NR,NR,Skamania
Hodgkin Lymphoma,All,West,2016-2020,All,Female,All,626275,NR,NR,NR,Clark
Hodgkin Lymphoma,All,West,2016-2020,All,All,All,1240940,4,0.3,"[0.2, 0.4]",Clallam
Hodgkin Lymphoma,All,West,2016-2020,All,All,All,1240940,4,0.3,"[0.2, 0.4]",Jefferson
Hodgkin Lymphoma,All,West,2016-2020,All,All,All,1240940,4,0.3,"[0.2, 0.4]",Grays Harbor
Hodgkin Lymphoma,All,West,2016-2020,All,All,All,1240940,4,0.3,"[0.2, 0.4]",Mason
Hodgkin Lymphoma,All,West,2016-2020,All,All,All,1240940,4,0.3,"[0.2, 0.4]",Thurston
Hodgkin Lymphoma,All,West,2016-2020,All,All,All,1240940,4,0.3,"[0.2, 0.4]",Pacific
Hodgkin Lymphoma,All,West,2016-2020,All,All,All,1240940,4,0.3,"[0.2, 0.4]",Lewis
Hodgkin Lymphoma,All,West,2016-2020,All,All,All,1240940,4,0.3,"[0.2, 0.4]",Cowlitz
Hodgkin Lymphoma,All,West,2016-2020,All,All,All,1240940,4,0.3,"[0.2, 0.4]",Skamania
Hodgkin Lymphoma,All,West,2016-2020,All,All,All,1240940,4,0.3,"[0.2, 0.4]",Clark
Kidney and Renal Pelvis,All,Adams,2016-2020,All,Male,All,10282,NR,NR,NR,Adams
Kidney and Renal Pelvis,All,Adams,2016-2020,All,Female,All,9889,NR,NR,NR,Adams
Kidney and Renal Pelvis,All,Adams,2016-2020,All,All,All,20172,NR,NR,NR,Adams
Kidney and Renal Pelvis,All,Asotin,2016-2020,All,Male,All,10756,2,10.7,"[5.1, 23.5]",Asotin
Kidney and Renal Pelvis,All,Asotin,2016-2020,All,Female,All,11370,NR,NR,NR,Asotin
Kidney and Renal Pelvis,All,Asotin,2016-2020,All,All,All,22126,3,6.7,"[3.5, 13.2]",Asotin
Kidney and Renal Pelvis,All,Benton,2016-2020,All,Male,All,98978,6,6.0,"[4.0, 8.7]",Benton
Kidney and Renal Pelvis,All,Benton,2016-2020,All,Female,All,99958,3,2.5,"[1.4, 4.3]",Benton
Kidney and Renal Pelvis,All,Benton,2016-2020,All,All,All,198936,9,4.2,"[3.0, 5.6]",Benton
Kidney and Renal Pelvis,All,Chelan,2016-2020,All,Male,All,38595,NR,NR,NR,Chelan
Kidney and Renal Pelvis,All,Chelan,2016-2020,All,Female,All,38682,NR,NR,NR,Chelan
Kidney and Renal Pelvis,All,Chelan,2016-2020,All,All,All,77278,NR,NR,NR,Chelan
Kidney and Renal Pelvis,All,Clallam,2016-2020,All,Male,All,37283,4,4.8,"[2.9, 8.9]",Clallam
Kidney and Renal Pelvis,All,Clallam,2016-2020,All,Female,All,38345,NR,NR,NR,Clallam
Kidney and Renal Pelvis,All,Clallam,2016-2020,All,All,All,75628,6,3.3,"[2.2, 5.4]",Clallam
Kidney and Renal Pelvis,All,Clark,2016-2020,All,Male,All,237977,12,4.8,"[3.7, 6.3]",Clark
Kidney and Renal Pelvis,All,Clark,2016-2020,All,Female,All,243884,9,2.9,"[2.1, 4.0]",Clark
Kidney and Renal Pelvis,All,Clark,2016-2020,All,All,All,481861,22,3.8,"[3.1, 4.6]",Clark
Kidney and Renal Pelvis,All,Columbia,2016-2020,All,Male,All,1973,NR,NR,NR,Columbia
Kidney and Renal Pelvis,All,Columbia,2016-2020,All,Female,All,1998,NR,NR,NR,Columbia
Kidney and Renal Pelvis,All,Columbia,2016-2020,All,All,All,3971,NR,NR,NR,Columbia
Kidney and Renal Pelvis,All,Cowlitz,2016-2020,All,Male,All,53421,5,7.7,"[5.0, 11.7]",Cowlitz
Kidney and Renal Pelvis,All,Cowlitz,2016-2020,All,Female,All,54522,3,3.0,"[1.6, 5.7]",Cowlitz
Kidney and Renal Pelvis,All,Cowlitz,2016-2020,All,All,All,107943,8,5.1,"[3.7, 7.2]",Cowlitz
Kidney and Renal Pelvis,All,Douglas,2016-2020,All,Male,All,20946,NR,NR,NR,Douglas
Kidney and Renal Pelvis,All,Douglas,2016-2020,All,Female,All,20701,NR,NR,NR,Douglas
Kidney and Renal Pelvis,All,Douglas,2016-2020,All,All,All,41647,NR,NR,NR,Douglas
Kidney and Renal Pelvis,All,Ferry,2016-2020,All,Male,All,3694,NR,NR,NR,Ferry
Kidney and Renal Pelvis,All,Ferry,2016-2020,All,Female,All,3550,NR,NR,NR,Ferry
Kidney and Renal Pelvis,All,Ferry,2016-2020,All,All,All,7245,NR,NR,NR,Ferry
Kidney and Renal Pelvis,All,Franklin,2016-2020,All,Male,All,47829,NR,NR,NR,Franklin
Kidney and Renal Pelvis,All,Franklin,2016-2020,All,Female,All,44703,NR,NR,NR,Franklin
Kidney and Renal Pelvis,All,Franklin,2016-2020,All,All,All,92532,2,2.9,"[1.3, 5.5]",Franklin
Kidney and Renal Pelvis,All,Garfield,2016-2020,All,Male,All,1149,NR,NR,NR,Garfield
Kidney and Renal Pelvis,All,Garfield,2016-2020,All,Female,All,1124,NR,NR,NR,Garfield
Kidney and Renal Pelvis,All,Garfield,2016-2020,All,All,All,2272,NR,NR,NR,Garfield
Kidney and Renal Pelvis,All,Grant,2016-2020,All,Male,All,49209,4,7.2,"[4.2, 11.7]",Grant
Kidney and Renal Pelvis,All,Grant,2016-2020,All,Female,All,46950,NR,NR,NR,Grant
Kidney and Renal Pelvis,All,Grant,2016-2020,All,All,All,96159,5,5.0,"[3.2, 7.5]",Grant
Kidney and Renal Pelvis,All,Grays Harbor,2016-2020,All,Male,All,38179,3,5.2,"[2.8, 9.5]",Grays Harbor
Kidney and Renal Pelvis,All,Grays Harbor,2016-2020,All,Female,All,36373,2,3.8,"[1.7, 8.2]",Grays Harbor
Kidney and Renal Pelvis,All,Grays Harbor,2016-2020,All,All,All,74552,5,4.6,"[2.8, 7.2]",Grays Harbor
Kidney and Renal Pelvis,All,Island,2016-2020,All,Male,All,42072,4,6.6,"[3.9, 11.2]",Island
Kidney and Renal Pelvis,All,Island,2016-2020,All,Female,All,42860,NR,NR,NR,Island
Kidney and Renal Pelvis,All,Island,2016-2020,All,All,All,84932,5,4.1,"[2.6, 6.5]",Island
Kidney and Renal Pelvis,All,Jefferson,2016-2020,All,Male,All,15920,NR,NR,NR,Jefferson
Kidney and Renal Pelvis,All,Jefferson,2016-2020,All,Female,All,16416,NR,NR,NR,Jefferson
Kidney and Renal Pelvis,All,Jefferson,2016-2020,All,All,All,32336,2,3.1,"[1.6, 8.5]",Jefferson
Kidney and Renal Pelvis,All,King,2016-2020,All,Male,All,1096115,44,4.2,"[3.7, 4.9]",King
Kidney and Renal Pelvis,All,King,2016-2020,All,Female,All,1094637,17,1.3,"[1.0, 1.6]",King
Kidney and Renal Pelvis,All,King,2016-2020,All,All,All,2190752,61,2.6,"[2.3, 2.9]",King
Kidney and Renal Pelvis,All,Kitsap,2016-2020,All,Male,All,136205,7,4.7,"[3.2, 6.6]",Kitsap
Kidney and Renal Pelvis,All,Kitsap,2016-2020,All,Female,All,132989,5,2.8,"[1.8, 4.3]",Kitsap
Kidney and Renal Pelvis,All,Kitsap,2016-2020,All,All,All,269194,12,3.6,"[2.7, 4.7]",Kitsap
Kidney and Renal Pelvis,All,Kittitas,2016-2020,All,Male,All,22480,NR,NR,NR,Kittitas
Kidney and Renal Pelvis,All,Kittitas,2016-2020,All,Female,All,22165,NR,NR,NR,Kittitas
Kidney and Renal Pelvis,All,Kittitas,2016-2020,All,All,All,44645,3,5.5,"[3.0, 9.8]",Kittitas
Kidney and Renal Pelvis,All,Klickitat,2016-2020,All,Male,All,11295,NR,NR,NR,Klickitat
Kidney and Renal Pelvis,All,Klickitat,2016-2020,All,Female,All,10818,NR,NR,NR,Klickitat
Kidney and Renal Pelvis,All,Klickitat,2016-2020,All,All,All,22113,2,6.1,"[3.0, 13.0]",Klickitat
Kidney and Renal Pelvis,All,Lewis,2016-2020,All,Male,All,40168,3,5.1,"[2.6, 9.4]",Lewis
Kidney and Renal Pelvis,All,Lewis,2016-2020,All,Female,All,40148,2,3.3,"[1.6, 6.7]",Lewis
Kidney and Renal Pelvis,All,Lewis,2016-2020,All,All,All,80317,5,4.2,"[2.6, 6.6]",Lewis
Kidney and Renal Pelvis,All,Lincoln,2016-2020,All,Male,All,5414,NR,NR,NR,Lincoln
Kidney and Renal Pelvis,All,Lincoln,2016-2020,All,Female,All,5351,NR,NR,NR,Lincoln
Kidney and Renal Pelvis,All,Lincoln,2016-2020,All,All,All,10765,NR,NR,NR,Lincoln
Kidney and Renal Pelvis,All,Mason,2016-2020,All,Male,All,33239,4,7.3,"[4.3, 12.4]",Mason
Kidney and Renal Pelvis,All,Mason,2016-2020,All,Female,All,31257,NR,NR,NR,Mason
Kidney and Renal Pelvis,All,Mason,2016-2020,All,All,All,64496,5,4.8,"[3.1, 7.6]",Mason
Kidney and Renal Pelvis,All,Okanogan,2016-2020,All,Male,All,21467,2,7.5,"[3.7, 14.9]",Okanogan
Kidney and Renal Pelvis,All,Okanogan,2016-2020,All,Female,All,20466,NR,NR,NR,Okanogan
Kidney and Renal Pelvis,All,Okanogan,2016-2020,All,All,All,41932,3,4.3,"[2.4, 8.0]",Okanogan
Kidney and Renal Pelvis,All,Pacific,2016-2020,All,Male,All,11357,NR,NR,NR,Pacific
Kidney and Renal Pelvis,All,Pacific,2016-2020,All,Female,All,11398,NR,NR,NR,Pacific
Kidney and Renal Pelvis,All,Pacific,2016-2020,All,All,All,22755,2,4.3,"[1.9, 11.0]",Pacific
Kidney and Renal Pelvis,All,Pend Oreille,2016-2020,All,Male,All,6738,NR,NR,NR,Pend Oreille
Kidney and Renal Pelvis,All,Pend Oreille,2016-2020,All,Female,All,6542,NR,NR,NR,Pend Oreille
Kidney and Renal Pelvis,All,Pend Oreille,2016-2020,All,All,All,13280,NR,NR,NR,Pend Oreille
Kidney and Renal Pelvis,All,Pierce,2016-2020,All,Male,All,442332,24,5.6,"[4.6, 6.8]",Pierce
Kidney and Renal Pelvis,All,Pierce,2016-2020,All,Female,All,449353,11,2.3,"[1.7, 3.0]",Pierce
Kidney and Renal Pelvis,All,Pierce,2016-2020,All,All,All,891685,36,3.8,"[3.2, 4.4]",Pierce
Kidney and Renal Pelvis,All,San Juan,2016-2020,All,Male,All,8396,NR,NR,NR,San Juan
Kidney and Renal Pelvis,All,San Juan,2016-2020,All,Female,All,8842,NR,NR,NR,San Juan
Kidney and Renal Pelvis,All,San Juan,2016-2020,All,All,All,17238,NR,NR,NR,San Juan
Kidney and Renal Pelvis,All,Skagit,2016-2020,All,Male,All,62062,8,8.7,"[6.2, 12.3]",Skagit
Kidney and Renal Pelvis,All,Skagit,2016-2020,All,Female,All,63868,NR,NR,NR,Skagit
Kidney and Renal Pelvis,All,Skagit,2016-2020,All,All,All,125929,10,4.9,"[3.6, 6.7]",Skagit
Kidney and Renal Pelvis,All,Skamania,2016-2020,All,Male,All,5817,NR,NR,NR,Skamania
Kidney and Renal Pelvis,All,Skamania,2016-2020,All,Female,All,5607,NR,NR,NR,Skamania
Kidney and Renal Pelvis,All,Skamania,2016-2020,All,All,All,11424,NR,NR,NR,Skamania
Kidney and Renal Pelvis,All,Snohomish,2016-2020,All,Male,All,399947,16,4.1,"[3.2, 5.2]",Snohomish
Kidney and Renal Pelvis,All,Snohomish,2016-2020,All,Female,All,400972,8,1.7,"[1.2, 2.3]",Snohomish
Kidney and Renal Pelvis,All,Snohomish,2016-2020,All,All,All,800919,24,2.8,"[2.3, 3.3]",Snohomish
Kidney and Renal Pelvis,All,Spokane,2016-2020,All,Male,All,258269,12,3.9,"[2.9, 5.1]",Spokane
Kidney and Renal Pelvis,All,Spokane,2016-2020,All,Female,All,263176,10,2.8,"[2.0, 3.8]",Spokane
Kidney and Renal Pelvis,All,Spokane,2016-2020,All,All,All,521445,22,3.3,"[2.7, 4.0]",Spokane
Kidney and Renal Pelvis,All,Stevens,2016-2020,All,Male,All,22895,2,5.6,"[2.5, 12.4]",Stevens
Kidney and Renal Pelvis,All,Stevens,2016-2020,All,Female,All,22748,NR,NR,NR,Stevens
Kidney and Renal Pelvis,All,Stevens,2016-2020,All,All,All,45643,2,3.4,"[1.7, 6.9]",Stevens
Kidney and Renal Pelvis,All,Thurston,2016-2020,All,Male,All,139164,8,4.7,"[3.3, 6.5]",Thurston
Kidney and Renal Pelvis,All,Thurston,2016-2020,All,Female,All,146165,4,1.8,"[1.1, 3.0]",Thurston
Kidney and Renal Pelvis,All,Thurston,2016-2020,All,All,All,285329,12,3.1,"[2.4, 4.1]",Thurston
Kidney and Renal Pelvis,All,Wahkiakum,2016-2020,All,Male,All,2139,NR,NR,NR,Wahkiakum
Kidney and Renal Pelvis,All,Wahkiakum,2016-2020,All,Female,All,2160,NR,NR,NR,Wahkiakum
Kidney and Renal Pelvis,All,Wahkiakum,2016-2020,All,All,All,4299,NR,NR,NR,Wahkiakum
Kidney and Renal Pelvis,All,Walla Walla,2016-2020,All,Male,All,31463,2,6.2,"[3.1, 11.7]",Walla Walla
Kidney and Renal Pelvis,All,Walla Walla,2016-2020,All,Female,All,30305,NR,NR,NR,Walla Walla
Kidney and Renal Pelvis,All,Walla Walla,2016-2020,All,All,All,61767,3,3.6,"[2.0, 6.3]",Walla Walla
Kidney and Renal Pelvis,All,Whatcom,2016-2020,All,Male,All,108211,6,5.3,"[3.6, 7.7]",Whatcom
Kidney and Renal Pelvis,All,Whatcom,2016-2020,All,Female,All,111712,3,1.8,"[0.9, 3.3]",Whatcom
Kidney and Renal Pelvis,All,Whatcom,2016-2020,All,All,All,219923,9,3.4,"[2.4, 4.6]",Whatcom
Kidney and Renal Pelvis,All,Whitman,2016-2020,All,Male,All,23667,NR,NR,NR,Whitman
Kidney and Renal Pelvis,All,Whitman,2016-2020,All,Female,All,23662,NR,NR,NR,Whitman
Kidney and Renal Pelvis,All,Whitman,2016-2020,All,All,All,47329,NR,NR,NR,Whitman
Kidney and Renal Pelvis,All,Yakima,2016-2020,All,Male,All,126641,7,5.6,"[3.9, 7.9]",Yakima
Kidney and Renal Pelvis,All,Yakima,2016-2020,All,Female,All,127169,4,2.9,"[1.8, 4.6]",Yakima
Kidney and Renal Pelvis,All,Yakima,2016-2020,All,All,All,253810,12,4.2,"[3.2, 5.5]",Yakima
Larynx,All,Adams,2016-2020,All,Male,All,10282,NR,NR,NR,Adams
Larynx,All,Adams,2016-2020,All,Female,All,9889,NR,NR,NR,Adams
Larynx,All,Adams,2016-2020,All,All,All,20172,NR,NR,NR,Adams
Larynx,All,Asotin,2016-2020,All,Male,All,10756,NR,NR,NR,Asotin
Larynx,All,Asotin,2016-2020,All,Female,All,11370,NR,NR,NR,Asotin
Larynx,All,Asotin,2016-2020,All,All,All,22126,NR,NR,NR,Asotin
Larynx,All,Benton,2016-2020,All,Male,All,98978,NR,NR,NR,Benton
Larynx,All,Benton,2016-2020,All,Female,All,99958,NR,NR,NR,Benton
Larynx,All,Benton,2016-2020,All,All,All,198936,NR,NR,NR,Benton
Larynx,All,Chelan,2016-2020,All,Male,All,38595,NR,NR,NR,Chelan
Larynx,All,Chelan,2016-2020,All,Female,All,38682,NR,NR,NR,Chelan
Larynx,All,Chelan,2016-2020,All,All,All,77278,NR,NR,NR,Chelan
Larynx,All,Clallam,2016-2020,All,Male,All,37283,NR,NR,NR,Clallam
Larynx,All,Clallam,2016-2020,All,Female,All,38345,NR,NR,NR,Clallam
Larynx,All,Clallam,2016-2020,All,All,All,75628,NR,NR,NR,Clallam
Larynx,All,Clark,2016-2020,All,Male,All,237977,3,1.0,"[0.5, 1.7]",Clark
Larynx,All,Clark,2016-2020,All,Female,All,243884,NR,NR,NR,Clark
Larynx,All,Clark,2016-2020,All,All,All,481861,4,0.6,"[0.4, 1.0]",Clark
Larynx,All,Columbia,2016-2020,All,Male,All,1973,NR,NR,NR,Columbia
Larynx,All,Columbia,2016-2020,All,Female,All,1998,NR,NR,NR,Columbia
Larynx,All,Columbia,2016-2020,All,All,All,3971,NR,NR,NR,Columbia
Larynx,All,Cowlitz,2016-2020,All,Male,All,53421,NR,NR,NR,Cowlitz
Larynx,All,Cowlitz,2016-2020,All,Female,All,54522,NR,NR,NR,Cowlitz
Larynx,All,Cowlitz,2016-2020,All,All,All,107943,NR,NR,NR,Cowlitz
Larynx,All,Douglas,2016-2020,All,Male,All,20946,NR,NR,NR,Douglas
Larynx,All,Douglas,2016-2020,All,Female,All,20701,NR,NR,NR,Douglas
Larynx,All,Douglas,2016-2020,All,All,All,41647,NR,NR,NR,Douglas
Larynx,All,Ferry,2016-2020,All,Male,All,3694,NR,NR,NR,Ferry
Larynx,All,Ferry,2016-2020,All,Female,All,3550,NR,NR,NR,Ferry
Larynx,All,Ferry,2016-2020,All,All,All,7245,NR,NR,NR,Ferry
Larynx,All,Franklin,2016-2020,All,Male,All,47829,NR,NR,NR,Franklin
Larynx,All,Franklin,2016-2020,All,Female,All,44703,NR,NR,NR,Franklin
Larynx,All,Franklin,2016-2020,All,All,All,92532,NR,NR,NR,Franklin
Larynx,All,Garfield,2016-2020,All,Male,All,1149,NR,NR,NR,Garfield
Larynx,All,Garfield,2016-2020,All,Female,All,1124,NR,NR,NR,Garfield
Larynx,All,Garfield,2016-2020,All,All,All,2272,NR,NR,NR,Garfield
Larynx,All,Grant,2016-2020,All,Male,All,49209,NR,NR,NR,Grant
Larynx,All,Grant,2016-2020,All,Female,All,46950,NR,NR,NR,Grant
Larynx,All,Grant,2016-2020,All,All,All,96159,NR,NR,NR,Grant
Larynx,All,Grays Harbor,2016-2020,All,Male,All,38179,NR,NR,NR,Grays Harbor
Larynx,All,Grays Harbor,2016-2020,All,Female,All,36373,NR,NR,NR,Grays Harbor
Larynx,All,Grays Harbor,2016-2020,All,All,All,74552,NR,NR,NR,Grays Harbor
Larynx,All,Island,2016-2020,All,Male,All,42072,NR,NR,NR,Island
Larynx,All,Island,2016-2020,All,Female,All,42860,NR,NR,NR,Island
Larynx,All,Island,2016-2020,All,All,All,84932,NR,NR,NR,Island
Larynx,All,Jefferson,2016-2020,All,Male,All,15920,NR,NR,NR,Jefferson
Larynx,All,Jefferson,2016-2020,All,Female,All,16416,NR,NR,NR,Jefferson
Larynx,All,Jefferson,2016-2020,All,All,All,32336,NR,NR,NR,Jefferson
Larynx,All,King,2016-2020,All,Male,All,1096115,12,1.1,"[0.8, 1.5]",King
Larynx,All,King,2016-2020,All,Female,All,1094637,2,0.2,"[0.1, 0.3]",King
Larynx,All,King,2016-2020,All,All,All,2190752,14,0.6,"[0.5, 0.7]",King
Larynx,All,Kitsap,2016-2020,All,Male,All,136205,NR,NR,NR,Kitsap
Larynx,All,Kitsap,2016-2020,All,Female,All,132989,NR,NR,NR,Kitsap
Larynx,All,Kitsap,2016-2020,All,All,All,269194,2,0.6,"[0.3, 1.2]",Kitsap
Larynx,All,Kittitas,2016-2020,All,Male,All,22480,NR,NR,NR,Kittitas
Larynx,All,Kittitas,2016-2020,All,Female,All,22165,NR,NR,NR,Kittitas
Larynx,All,Kittitas,2016-2020,All,All,All,44645,NR,NR,NR,Kittitas
Larynx,All,Klickitat,2016-2020,All,Male,All,11295,NR,NR,NR,Klickitat
Larynx,All,Klickitat,2016-2020,All,Female,All,10818,NR,NR,NR,Klickitat
Larynx,All,Klickitat,2016-2020,All,All,All,22113,NR,NR,NR,Klickitat
Larynx,All,Lewis,2016-2020,All,Male,All,40168,NR,NR,NR,Lewis
Larynx,All,Lewis,2016-2020,All,Female,All,40148,NR,NR,NR,Lewis
Larynx,All,Lewis,2016-2020,All,All,All,80317,NR,NR,NR,Lewis
Larynx,All,Lincoln,2016-2020,All,Male,All,5414,NR,NR,NR,Lincoln
Larynx,All,Lincoln,2016-2020,All,Female,All,5351,NR,NR,NR,Lincoln
Larynx,All,Lincoln,2016-2020,All,All,All,10765,NR,NR,NR,Lincoln
Larynx,All,Mason,2016-2020,All,Male,All,33239,NR,NR,NR,Mason
Larynx,All,Mason,2016-2020,All,Female,All,31257,NR,NR,NR,Mason
Larynx,All,Mason,2016-2020,All,All,All,64496,NR,NR,NR,Mason
Larynx,All,Okanogan,2016-2020,All,Male,All,21467,NR,NR,NR,Okanogan
Larynx,All,Okanogan,2016-2020,All,Female,All,20466,NR,NR,NR,Okanogan
Larynx,All,Okanogan,2016-2020,All,All,All,41932,NR,NR,NR,Okanogan
Larynx,All,Pacific,2016-2020,All,Male,All,11357,NR,NR,NR,Pacific
Larynx,All,Pacific,2016-2020,All,Female,All,11398,NR,NR,NR,Pacific
Larynx,All,Pacific,2016-2020,All,All,All,22755,NR,NR,NR,Pacific
Larynx,All,Pend Oreille,2016-2020,All,Male,All,6738,NR,NR,NR,Pend Oreille
Larynx,All,Pend Oreille,2016-2020,All,Female,All,6542,NR,NR,NR,Pend Oreille
Larynx,All,Pend Oreille,2016-2020,All,All,All,13280,NR,NR,NR,Pend Oreille
Larynx,All,Pierce,2016-2020,All,Male,All,442332,7,1.6,"[1.1, 2.3]",Pierce
Larynx,All,Pierce,2016-2020,All,Female,All,449353,NR,NR,NR,Pierce
Larynx,All,Pierce,2016-2020,All,All,All,891685,8,0.8,"[0.6, 1.1]",Pierce
Larynx,All,San Juan,2016-2020,All,Male,All,8396,NR,NR,NR,San Juan
Larynx,All,San Juan,2016-2020,All,Female,All,8842,NR,NR,NR,San Juan
Larynx,All,San Juan,2016-2020,All,All,All,17238,NR,NR,NR,San Juan
Larynx,All,Skagit,2016-2020,All,Male,All,62062,NR,NR,NR,Skagit
Larynx,All,Skagit,2016-2020,All,Female,All,63868,NR,NR,NR,Skagit
Larynx,All,Skagit,2016-2020,All,All,All,125929,NR,NR,NR,Skagit
Larynx,All,Skamania,2016-2020,All,Male,All,5817,NR,NR,NR,Skamania
Larynx,All,Skamania,2016-2020,All,Female,All,5607,NR,NR,NR,Skamania
Larynx,All,Skamania,2016-2020,All,All,All,11424,NR,NR,NR,Skamania
Larynx,All,Snohomish,2016-2020,All,Male,All,399947,4,1.1,"[0.7, 1.8]",Snohomish
Larynx,All,Snohomish,2016-2020,All,Female,All,400972,NR,NR,NR,Snohomish
Larynx,All,Snohomish,2016-2020,All,All,All,800919,5,0.6,"[0.4, 0.9]",Snohomish
Larynx,All,Spokane,2016-2020,All,Male,All,258269,5,1.7,"[1.1, 2.6]",Spokane
Larynx,All,Spokane,2016-2020,All,Female,All,263176,NR,NR,NR,Spokane
Larynx,All,Spokane,2016-2020,All,All,All,521445,6,0.9,"[0.6, 1.4]",Spokane
Larynx,All,Stevens,2016-2020,All,Male,All,22895,NR,NR,NR,Stevens
Larynx,All,Stevens,2016-2020,All,Female,All,22748,NR,NR,NR,Stevens
Larynx,All,Stevens,2016-2020,All,All,All,45643,NR,NR,NR,Stevens
Larynx,All,Thurston,2016-2020,All,Male,All,139164,NR,NR,NR,Thurston
Larynx,All,Thurston,2016-2020,All,Female,All,146165,NR,NR,NR,Thurston
Larynx,All,Thurston,2016-2020,All,All,All,285329,NR,NR,NR,Thurston
Larynx,All,Wahkiakum,2016-2020,All,Male,All,2139,NR,NR,NR,Wahkiakum
Larynx,All,Wahkiakum,2016-2020,All,Female,All,2160,NR,NR,NR,Wahkiakum
Larynx,All,Wahkiakum,2016-2020,All,All,All,4299,NR,NR,NR,Wahkiakum
Larynx,All,Walla Walla,2016-2020,All,Male,All,31463,NR,NR,NR,Walla Walla
Larynx,All,Walla Walla,2016-2020,All,Female,All,30305,NR,NR,NR,Walla Walla
Larynx,All,Walla Walla,2016-2020,All,All,All,61767,NR,NR,NR,Walla Walla
Larynx,All,Whatcom,2016-2020,All,Male,All,108211,NR,NR,NR,Whatcom
Larynx,All,Whatcom,2016-2020,All,Female,All,111712,NR,NR,NR,Whatcom
Larynx,All,Whatcom,2016-2020,All,All,All,219923,NR,NR,NR,Whatcom
Larynx,All,Whitman,2016-2020,All,Male,All,23667,NR,NR,NR,Whitman
Larynx,All,Whitman,2016-2020,All,Female,All,23662,NR,NR,NR,Whitman
Larynx,All,Whitman,2016-2020,All,All,All,47329,NR,NR,NR,Whitman
Larynx,All,Yakima,2016-2020,All,Male,All,126641,3,1.9,"[1.0, 3.5]",Yakima
Larynx,All,Yakima,2016-2020,All,Female,All,127169,NR,NR,NR,Yakima
Larynx,All,Yakima,2016-2020,All,All,All,253810,3,1.1,"[0.6, 1.9]",Yakima
Leukemia,All,Adams,2016-2020,All,Male,All,10282,NR,NR,NR,Adams
Leukemia,All,Adams,2016-2020,All,Female,All,9889,NR,NR,NR,Adams
Leukemia,All,Adams,2016-2020,All,All,All,20172,2,11.9,"[5.6, 22.4]",Adams
Leukemia,All,Asotin,2016-2020,All,Male,All,10756,NR,NR,NR,Asotin
Leukemia,All,Asotin,2016-2020,All,Female,All,11370,NR,NR,NR,Asotin
Leukemia,All,Asotin,2016-2020,All,All,All,22126,2,6.4,"[3.1, 13.3]",Asotin
Leukemia,All,Benton,2016-2020,All,Male,All,98978,9,9.6,"[7.0, 13.0]",Benton
Leukemia,All,Benton,2016-2020,All,Female,All,99958,6,4.5,"[3.0, 6.6]",Benton
Leukemia,All,Benton,2016-2020,All,All,All,198936,15,6.7,"[5.2, 8.5]",Benton
Leukemia,All,Chelan,2016-2020,All,Male,All,38595,4,7.7,"[4.7, 12.5]",Chelan
Leukemia,All,Chelan,2016-2020,All,Female,All,38682,3,4.6,"[2.5, 8.5]",Chelan
Leukemia,All,Chelan,2016-2020,All,All,All,77278,7,5.9,"[4.1, 8.6]",Chelan
Leukemia,All,Clallam,2016-2020,All,Male,All,37283,6,9.5,"[6.2, 14.7]",Clallam
Leukemia,All,Clallam,2016-2020,All,Female,All,38345,3,3.7,"[1.9, 7.8]",Clallam
Leukemia,All,Clallam,2016-2020,All,All,All,75628,9,6.3,"[4.4, 9.1]",Clallam
Leukemia,All,Clark,2016-2020,All,Male,All,237977,18,7.5,"[6.0, 9.4]",Clark
Leukemia,All,Clark,2016-2020,All,Female,All,243884,11,3.8,"[2.9, 5.0]",Clark
Leukemia,All,Clark,2016-2020,All,All,All,481861,29,5.5,"[4.6, 6.5]",Clark
Leukemia,All,Columbia,2016-2020,All,Male,All,1973,NR,NR,NR,Columbia
Leukemia,All,Columbia,2016-2020,All,Female,All,1998,NR,NR,NR,Columbia
Leukemia,All,Columbia,2016-2020,All,All,All,3971,NR,NR,NR,Columbia
Leukemia,All,Cowlitz,2016-2020,All,Male,All,53421,4,6.8,"[4.2, 10.7]",Cowlitz
Leukemia,All,Cowlitz,2016-2020,All,Female,All,54522,3,3.8,"[2.1, 6.9]",Cowlitz
Leukemia,All,Cowlitz,2016-2020,All,All,All,107943,7,5.1,"[3.6, 7.3]",Cowlitz
Leukemia,All,Douglas,2016-2020,All,Male,All,20946,2,9.9,"[5.0, 18.4]",Douglas
Leukemia,All,Douglas,2016-2020,All,Female,All,20701,NR,NR,NR,Douglas
Leukemia,All,Douglas,2016-2020,All,All,All,41647,4,8.3,"[5.0, 13.3]",Douglas
Leukemia,All,Ferry,2016-2020,All,Male,All,3694,NR,NR,NR,Ferry
Leukemia,All,Ferry,2016-2020,All,Female,All,3550,NR,NR,NR,Ferry
Leukemia,All,Ferry,2016-2020,All,All,All,7245,NR,NR,NR,Ferry
